,Unnamed: 0,SOURCE,ARTICULO,WORDS,TRANSLATE,SENTENCES_A,SENTENCES_B,SENTENCES_C,SENTENCES_D,SENTENCES_E,SENTENCES_F,READ,HEAR,WRITE,TALK,STATUS
3886,3790,,,escritos,writings,,,,,,,,,,,
3887,3791,,,aragón,aragon,,,,,,,,,,,
3888,3792,,,evento,event,,,,,,,,,,,
3889,3793,,,músculos,muscles,,,,,,,,,,,
3890,3794,,,circuito,Circuit,,,,,,,,,,,
3891,3795,,,incapaz,incapable,,,,,,,,,,,
3892,3796,,,combatir,Fight against,,,,,,,,,,,
3893,3797,,,estómago,Stomach,,,,,,,,,,,
3894,3798,,,estudiante,student,,,,,,,,,,,
3895,3799,,,subida,ascent,,,,,,,,,,,
3896,3800,,,toledo,toledo,,,,,,,,,,,
3897,3801,,,ahorro,savings,,,,,,,,,,,
3898,3802,,,retorno,return,,,,,,,,,,,
3899,3803,,,promover,promote,,,,,,,,,,,
3900,3804,,,reciben,receive,,,,,,,,,,,
3901,3805,,,máquinas,Machines,,,,,,,,,,,
3902,3806,,,sitios,Sites,,,,,,,,,,,
3903,3807,,,corriendo,Running,,,,,,,,,,,
3904,3808,,,escapar,escape,,,,,,,,,,,
3905,3809,,,pensamientos,thoughts,,,,,,,,,,,
3906,3810,,,irán,will go,,,,,,,,,,,
3907,3811,,,muro,wall,,,,,,,,,,,
3908,3812,,,ocupación,occupation,,,,,,,,,,,
3909,3813,,,permanece,remains,,,,,,,,,,,
3910,3814,,,gallego,Galician,,,,,,,,,,,
3911,3815,,,pusieron,they put,,,,,,,,,,,
3912,3816,,,visual,visual,,,,,,,,,,,
3913,3817,,,iniciado,initiated,,,,,,,,,,,
3914,3818,,,fiebre,fever,,,,,,,,,,,
3915,3819,,,rock,Rock,,,,,,,,,,,
3916,3820,,,vargas,vargas,,,,,,,,,,,
3917,3821,,,territorial,territorial,,,,,,,,,,,
3918,3822,,,nacionalista,nationalist,,,,,,,,,,,
3919,3823,,,bruselas,Brussels,,,,,,,,,,,
3920,3824,,,contraste,contrast,,,,,,,,,,,
3921,3825,,,enfrentar,face it,,,,,,,,,,,
3922,3826,,,pesca,fishing,,,,,,,,,,,
3923,3827,,,internos,interns,,,,,,,,,,,
3924,3828,,,solos,alone,,,,,,,,,,,
3925,3829,,,fiscalía,prosecutorship,,,,,,,,,,,
3926,3830,,,selva,jungle,,,,,,,,,,,
3927,3831,,,activos,assets,,,,,,,,,,,
3928,3832,,,votación,vote,,,,,,,,,,,
3929,3833,,,aceptó,accepted,,,,,,,,,,,
3930,3834,,,introducir,introduce,,,,,,,,,,,
3931,3835,,,condenado,condemned,,,,,,,,,,,
3932,3836,,,novelas,novels,,,,,,,,,,,
3933,3837,,,secuestro,kidnapping,,,,,,,,,,,
3934,3838,,,cantar,singing,,,,,,,,,,,
3935,3839,,,deterioro,deterioration,,,,,,,,,,,
3936,3840,,,platos,Dishes,,,,,,,,,,,
3937,3841,,,ruso,Russian,,,,,,,,,,,
3938,3842,,,falso,FALSE,,,,,,,,,,,
3939,3843,,,listas,Lists,,,,,,,,,,,
3940,3844,,,magnitud,magnitude,,,,,,,,,,,
3941,3845,,,vázquez,vázquez,,,,,,,,,,,
3942,3846,,,conductor,conductor,,,,,,,,,,,
3943,3847,,,culturas,Cultures,,,,,,,,,,,
3944,3848,,,identificar,identify,,,,,,,,,,,
3945,3849,,,instrucción,instruction,,,,,,,,,,,
3946,3850,,,reparto,casting,,,,,,,,,,,
3947,3851,,,sonidos,Sounds,,,,,,,,,,,
3948,3852,,,abc,abc,,,,,,,,,,,
3949,3853,,,enfoque,approach,,,,,,,,,,,
3950,3854,,,margarita,daisy daisy,,,,,,,,,,,
3951,3855,,,adoptar,adopt,,,,,,,,,,,
3952,3856,,,acusaciones,accusations,,,,,,,,,,,
3953,3857,,,aquél,that one,,,,,,,,,,,
3954,3858,,,arturo,arturo,,,,,,,,,,,
3955,3859,,,considerable,considerable,,,,,,,,,,,
3956,3860,,,fusión,fusion,,,,,,,,,,,
3957,3861,,,rivera,rivera,,,,,,,,,,,
3958,3862,,,seguirá,follow,,,,,,,,,,,
3959,3863,,,resultan,they result,,,,,,,,,,,
3960,3864,,,simples,simple,,,,,,,,,,,
3961,3865,,,chino,Chinese,,,,,,,,,,,
3962,3866,,,debilidad,weakness,,,,,,,,,,,
3963,3867,,,juntas,together,,,,,,,,,,,
3964,3868,,,adiós,goodbye,,,,,,,,,,,
3965,3869,,,básico,basic,,,,,,,,,,,
3966,3870,,,propuesto,proposed,,,,,,,,,,,
3967,3871,,,cardenal,cardinal,,,,,,,,,,,
3968,3872,,,constantemente,constantly,,,,,,,,,,,
3969,3873,,,estrategias,strategies,,,,,,,,,,,
3970,3874,,,corporal,corporal,,,,,,,,,,,
3971,3875,,,basura,garbage,,,,,,,,,,,
3972,3876,,,entrado,Entry,,,,,,,,,,,
3973,3877,,,históricos,historical figures,,,,,,,,,,,
3974,3878,,,normales,normal,,,,,,,,,,,
3975,3879,,,reconocido,recognized,,,,,,,,,,,
3976,3880,,,cuentos,fairy tales,,,,,,,,,,,
3977,3881,,,paciencia,patience,,,,,,,,,,,
3978,3882,,,suyos,yours,,,,,,,,,,,
3979,3883,,,plástico,plastic,,,,,,,,,,,
3980,3884,,,bebé,baby,,,,,,,,,,,
3981,3885,,,herencia,inheritance,,,,,,,,,,,
3982,3886,,,visitantes,Visitors,,,,,,,,,,,
3983,3887,,,situada,situated,,,,,,,,,,,
3984,3888,,,eva,Eva,,,,,,,,,,,
3985,3889,,,resultar,result,,,,,,,,,,,
3986,3890,,,ficción,fiction,,,,,,,,,,,
3987,3891,,,basada,based on,,,,,,,,,,,
3988,3892,,,abundante,abundant,,,,,,,,,,,
3989,3893,,,compartir,share,,,,,,,,,,,
3990,3894,,,hospitales,Hospitals,,,,,,,,,,,
3991,3895,,,concluir,conclude,,,,,,,,,,,
3992,3896,,,organizar,organize,,,,,,,,,,,
3993,3897,,,sencilla,simple,,,,,,,,,,,
3994,3898,,,canarias,canarias,,,,,,,,,,,
3995,3899,,,genética,genetics,,,,,,,,,,,
3996,3900,,,berlín,Berlin,,,,,,,,,,,
3997,3901,,,perdón,pardon,,,,,,,,,,,
3998,3902,,,significativo,significant,,,,,,,,,,,
3999,3903,,,versiones,Versions,,,,,,,,,,,
4000,3904,,,disfrutar,enjoying,,,,,,,,,,,
4001,3905,,,vanguardia,avant-garde,,,,,,,,,,,
4002,3906,,,propietarios,Owners,,,,,,,,,,,
4003,3907,,,culto,cult,,,,,,,,,,,
4004,3908,,,aplicaciones,Applications,,,,,,,,,,,
4005,3909,,,azules,blues,,,,,,,,,,,
4006,3910,,,evidentemente,evidently,,,,,,,,,,,
4007,3911,,,guión,script,,,,,,,,,,,
4008,3912,,,tesoro,treasure,,,,,,,,,,,
4009,3913,,,niega,denies,,,,,,,,,,,
4010,3914,,,celebrar,celebrate,,,,,,,,,,,
4011,3915,,,recordaba,remembered,,,,,,,,,,,
4012,3916,,,equivalente,equivalent,,,,,,,,,,,
4013,3917,,,limitaciones,limitations,,,,,,,,,,,
4014,3918,,,milagro,miracle,,,,,,,,,,,
4015,3919,,,jugando,playing,,,,,,,,,,,
4016,3920,,,categorías,Categories,,,,,,,,,,,
4017,3921,,,educativo,educational,,,,,,,,,,,
4018,3922,,,represión,repression,,,,,,,,,,,
4019,3923,,,sindicales,unionists,,,,,,,,,,,
4020,3924,,,turistas,Tourists,,,,,,,,,,,
4021,3925,,,acusación,indictment,,,,,,,,,,,
4022,3926,,,correcta,correct,,,,,,,,,,,
4023,3927,,,parejas,couples,,,,,,,,,,,
4024,3928,,,novedad,novelty,,,,,,,,,,,
4025,3929,,,liberales,liberals,,,,,,,,,,,
4026,3930,,,continua,Continuous,,,,,,,,,,,
4027,3931,,,hábitos,habits,,,,,,,,,,,
4028,3932,,,joan,joan,,,,,,,,,,,
4029,3933,,,delegado,delegate,,,,,,,,,,,
4030,3934,,,recurrir,recourse,,,,,,,,,,,
4031,3935,,,cualidades,qualities,,,,,,,,,,,
4032,3936,,,costos,Costs,,,,,,,,,,,
4033,3937,,,michael,Michael,,,,,,,,,,,
4034,3938,,,universitario,university student,,,,,,,,,,,
4035,3939,,,expediente,dossier,,,,,,,,,,,
4036,3940,,,perspectivas,prospects,,,,,,,,,,,
4037,3941,,,expresiones,expressions,,,,,,,,,,,
4038,3942,,,referencias,references,,,,,,,,,,,
4039,3943,,,nace,born,,,,,,,,,,,
4040,3944,,,cierra,closes,,,,,,,,,,,
4041,3945,,,denominado,known as,,,,,,,,,,,
4042,3946,,,cortar,cutting,,,,,,,,,,,
4043,3947,,,excepto,except,,,,,,,,,,,
4044,3948,,,garantías,guarantees,,,,,,,,,,,
4045,3949,,,envió,sent,,,,,,,,,,,
4046,3950,,,industrias,Industries,,,,,,,,,,,
4047,3951,,,rapidez,speed,,,,,,,,,,,
4048,3952,,,carreteras,Roads,,,,,,,,,,,
4049,3953,,,digital,digital,,,,,,,,,,,
4050,3954,,,impone,imposes,,,,,,,,,,,
4051,3955,,,gregorio,gregorio,,,,,,,,,,,
4052,3956,,,crema,cream,,,,,,,,,,,
4053,3957,,,destacan,highlight,,,,,,,,,,,
4054,3958,,,parcial,partial,,,,,,,,,,,
4055,3959,,,sitúa,locates,,,,,,,,,,,
4056,3960,,,conexión,connection,,,,,,,,,,,
4057,3961,,,gubernamental,governmental,,,,,,,,,,,
4058,3962,,,versos,verses,,,,,,,,,,,
4059,3963,,,concreta,concrete,,,,,,,,,,,
4060,3964,,,filas,rows,,,,,,,,,,,
4061,3965,,,desaparecer,disappearing,,,,,,,,,,,
4062,3966,,,retirada,withdrawal,,,,,,,,,,,
4063,3967,,,decirse,they say,,,,,,,,,,,
4064,3968,,,soberanía,sovereignty,,,,,,,,,,,
4065,3969,,,xvii,xvii,,,,,,,,,,,
4066,3970,,,basado,based on,,,,,,,,,,,
4067,3971,,,núñez,núñez,,,,,,,,,,,
4068,3972,,,anuales,annuals,,,,,,,,,,,
4069,3973,,,chileno,chilean,,,,,,,,,,,
4070,3974,,,mediterráneo,Mediterranean,,,,,,,,,,,
4071,3975,,,indispensable,indispensable,,,,,,,,,,,
4072,3976,,,periodismo,Journalism,,,,,,,,,,,
4073,3977,,,desempleo,unemployment,,,,,,,,,,,
4074,3978,,,balón,balloon,,,,,,,,,,,
4075,3979,,,eeuu,USA,,,,,,,,,,,
4076,3980,,,músicos,musicians,,,,,,,,,,,
4077,3981,,,prepara,prepares,,,,,,,,,,,
4078,3982,,,oficialmente,Officially,,,,,,,,,,,
4079,3983,,,sacerdote,priest,,,,,,,,,,,
4080,3984,,,muere,dies,,,,,,,,,,,
4081,3985,,,hijas,daughters,,,,,,,,,,,
4082,3986,,,disponer,dispose of,,,,,,,,,,,
4083,3987,,,ejemplar,exemplary,,,,,,,,,,,
4084,3988,,,miseria,misery,,,,,,,,,,,
4085,3989,,,amarillo,yellow,,,,,,,,,,,
4086,3990,,,creemos,we believe,,,,,,,,,,,
4087,3991,,,deje,let,,,,,,,,,,,
4088,3992,,,genera,generates,,,,,,,,,,,
4089,3993,,,restantes,remaining,,,,,,,,,,,
4090,3994,,,bellas,beauties,,,,,,,,,,,
4091,3995,,,sara,sara.,,,,,,,,,,,
4092,3996,,,ama,mistresses,,,,,,,,,,,
4093,3997,,,episodio,episode,,,,,,,,,,,
4094,3998,,,bush,bush,,,,,,,,,,,
4095,3999,,,kg,kg,,,,,,,,,,,
4096,4000,,,ensayos,essays,,,,,,,,,,,
4097,4001,,,seguimiento,Follow-up,,,,,,,,,,,
4098,4002,,,pertenecen,belong,,,,,,,,,,,
4099,4003,,,regresó,returned,,,,,,,,,,,
4100,4004,,,arquitecto,architect,,,,,,,,,,,
4101,4005,,,com,com Com,,,,,,,,,,,
4102,4006,,,vega,vega,,,,,,,,,,,
4103,4007,,,llegando,arriving,,,,,,,,,,,
4104,4008,,,abandonado,Abandoned,,,,,,,,,,,
4105,4009,,,corporación,Corporation,,,,,,,,,,,
4106,4010,,,convicción,conviction,,,,,,,,,,,
4107,4011,,,caracteriza,Characteristic,,,,,,,,,,,
4108,4012,,,acepta,accepts,,,,,,,,,,,
4109,4013,,,agenda,agenda,,,,,,,,,,,
4110,4014,,,pasillo,corridor,,,,,,,,,,,
4111,4015,,,sacrificio,sacrifice,,,,,,,,,,,
4112,4016,,,adolescentes,teenagers,,,,,,,,,,,
4113,4017,,,americanos,Americans,,,,,,,,,,,
4114,4018,,,alicia,alice,,,,,,,,,,,
4115,4019,,,regalo,gift,,,,,,,,,,,
4116,4020,,,aparente,apparent,,,,,,,,,,,
4117,4021,,,justamente,rightly,,,,,,,,,,,
4118,4022,,,musicales,musicals,,,,,,,,,,,
4119,4023,,,universitaria,university student,,,,,,,,,,,
4120,4024,,,siga,follow,,,,,,,,,,,
4121,4025,,,ajuste,Adjustment,,,,,,,,,,,
4122,4026,,,creador,creator,,,,,,,,,,,
4123,4027,,,colegios,colleges,,,,,,,,,,,
4124,4028,,,fresco,fresh,,,,,,,,,,,
4125,4029,,,indígena,indigenous,,,,,,,,,,,
4126,4030,,,lucía,lucidity,,,,,,,,,,,
4127,4031,,,estuve,I was,,,,,,,,,,,
4128,4032,,,herida,wounded,,,,,,,,,,,
4129,4033,,,electricidad,electricity,,,,,,,,,,,
4130,4034,,,generar,generate,,,,,,,,,,,
4131,4035,,,incluir,include,,,,,,,,,,,
4132,4036,,,ramos,bouquets,,,,,,,,,,,
4133,4037,,,peña,Rock,,,,,,,,,,,
4134,4038,,,pinturas,Paintings,,,,,,,,,,,
4135,4039,,,echó,he threw,,,,,,,,,,,
4136,4040,,,félix,felix,,,,,,,,,,,
4137,4041,,,laura,laura,,,,,,,,,,,
4138,4042,,,afán,eagerness,,,,,,,,,,,
4139,4043,,,cambió,Changed,,,,,,,,,,,
4140,4044,,,proteger,Protect,,,,,,,,,,,
4141,4045,,,recinto,enclosure,,,,,,,,,,,
4142,4046,,,vuelven,back,,,,,,,,,,,
4143,4047,,,decenas,Dozens of,,,,,,,,,,,
4144,4048,,,vigencia,validity,,,,,,,,,,,
4145,4049,,,administrativo,administrative,,,,,,,,,,,
4146,4050,,,niñas,girls,,,,,,,,,,,
4147,4051,,,usuario,user,,,,,,,,,,,
4148,4052,,,hermoso,beautiful,,,,,,,,,,,
4149,4053,,,une,une,,,,,,,,,,,
4150,4054,,,té,tea,,,,,,,,,,,
4151,4055,,,breves,briefs,,,,,,,,,,,
4152,4056,,,muebles,Furniture,,,,,,,,,,,
4153,4057,,,cálculo,calculation,,,,,,,,,,,
4154,4058,,,malas,malas,,,,,,,,,,,
4155,4059,,,propietario,owner,,,,,,,,,,,
4156,4060,,,puta,slut,,,,,,,,,,,
4157,4061,,,efectuar,effect,,,,,,,,,,,
4158,4062,,,fuimos,we were,,,,,,,,,,,
4159,4063,,,vivió,he lived,,,,,,,,,,,
4160,4064,,,autónomas,autonomous ones,,,,,,,,,,,
4161,4065,,,fina,thin,,,,,,,,,,,
4162,4066,,,aparatos,Apparatuses,,,,,,,,,,,
4163,4067,,,basa,based,,,,,,,,,,,
4164,4068,,,avanzar,advance,,,,,,,,,,,
4165,4069,,,longitud,length,,,,,,,,,,,
4166,4070,,,arias,arias,,,,,,,,,,,
4167,4071,,,bajó,lowered,,,,,,,,,,,
4168,4072,,,británica,British,,,,,,,,,,,
4169,4073,,,directivos,managers,,,,,,,,,,,
4170,4074,,,planteamiento,approach,,,,,,,,,,,
4171,4075,,,colegas,colleagues,,,,,,,,,,,
4172,4076,,,secuencia,sequence,,,,,,,,,,,
4173,4077,,,adolescente,teenager,,,,,,,,,,,
4174,4078,,,relacionadas,related to,,,,,,,,,,,
4175,4079,,,urgente,Urgent,,,,,,,,,,,
4176,4080,,,culpable,guilty,,,,,,,,,,,
4177,4081,,,pagos,payments,,,,,,,,,,,
4178,4082,,,film,film,,,,,,,,,,,
4179,4083,,,herido,wounded,,,,,,,,,,,
4180,4084,,,afectan,affect,,,,,,,,,,,
4181,4085,,,sombrero,hat,,,,,,,,,,,
4182,4086,,,caldo,broth,,,,,,,,,,,
4183,4087,,,vih,vih,,,,,,,,,,,
4184,4088,,,costado,side,,,,,,,,,,,
4185,4089,,,negras,blacks,,,,,,,,,,,
4186,4090,,,piensan,think,,,,,,,,,,,
4187,4091,,,pendientes,earrings,,,,,,,,,,,
4188,4092,,,serlo,to be so,,,,,,,,,,,
4189,4093,,,catorce,fourteen,,,,,,,,,,,
4190,4094,,,afp,afp,,,,,,,,,,,
4191,4095,,,oscura,dark,,,,,,,,,,,
4192,4096,,,boda,wedding,,,,,,,,,,,
4193,4097,,,calificó,he qualified,,,,,,,,,,,
4194,4098,,,quito,Quito,,,,,,,,,,,
4195,4099,,,gala,gala,,,,,,,,,,,
4196,4100,,,agradable,nice,,,,,,,,,,,
4197,4101,,,efectiva,effective,,,,,,,,,,,
4198,4102,,,adquisición,acquisition,,,,,,,,,,,
4199,4103,,,tratados,treatises,,,,,,,,,,,
4200,4104,,,verá,will see,,,,,,,,,,,
4201,4105,,,infierno,hell,,,,,,,,,,,
4202,4106,,,prevista,foreseen,,,,,,,,,,,
4203,4107,,,rayos,rays,,,,,,,,,,,
4204,4108,,,josep,josep,,,,,,,,,,,
4205,4109,,,roldán,roldan,,,,,,,,,,,
4206,4110,,,contado,counted,,,,,,,,,,,
4207,4111,,,policiales,police officers,,,,,,,,,,,
4208,4112,,,eliminación,disposal,,,,,,,,,,,
4209,4113,,,inicialmente,initially,,,,,,,,,,,
4210,4114,,,estable,stable,,,,,,,,,,,
4211,4115,,,físicos,physicists,,,,,,,,,,,
4212,4116,,,seca,Seca,,,,,,,,,,,
4213,4117,,,observaciones,remarks,,,,,,,,,,,
4214,4118,,,ancho,width,,,,,,,,,,,
4215,4119,,,coloca,places,,,,,,,,,,,
4216,4120,,,comedia,comedy,,,,,,,,,,,
4217,4121,,,considerarse,be considered,,,,,,,,,,,
4218,4122,,,administrativa,administrative,,,,,,,,,,,
4219,4123,,,creó,he created,,,,,,,,,,,
4220,4124,,,elaborado,elaborated,,,,,,,,,,,
4221,4125,,,crecer,Growing up,,,,,,,,,,,
4222,4126,,,cristianos,Christians,,,,,,,,,,,
4223,4127,,,pistola,Gun,,,,,,,,,,,
4224,4128,,,cartera,portfolio,,,,,,,,,,,
4225,4129,,,respiración,breathing,,,,,,,,,,,
4226,4130,,,nacionalistas,nationalists,,,,,,,,,,,
4227,4131,,,imponer,imposing,,,,,,,,,,,
4228,4132,,,obrero,laborer,,,,,,,,,,,
4229,4133,,,únicos,unique,,,,,,,,,,,
4230,4134,,,vientre,belly,,,,,,,,,,,
4231,4135,,,directora,director,,,,,,,,,,,
4232,4136,,,poetas,poets,,,,,,,,,,,
4233,4137,,,aérea,airborne,,,,,,,,,,,
4234,4138,,,azar,chance,,,,,,,,,,,
4235,4139,,,despertar,Awakening,,,,,,,,,,,
4236,4140,,,plataforma,platform,,,,,,,,,,,
4237,4141,,,ejecutiva,executive,,,,,,,,,,,
4238,4142,,,discutir,discuss,,,,,,,,,,,
4239,4143,,,indican,indicate,,,,,,,,,,,
4240,4144,,,visible,visible,,,,,,,,,,,
4241,4145,,,duque,duke,,,,,,,,,,,
4242,4146,,,mortalidad,Mortality,,,,,,,,,,,
4243,4147,,,marcado,marking,,,,,,,,,,,
4244,4148,,,acabado,finishing,,,,,,,,,,,
4245,4149,,,preocupa,worries,,,,,,,,,,,
4246,4150,,,reproducción,reproduction,,,,,,,,,,,
4247,4151,,,específicos,specifics,,,,,,,,,,,
4248,4152,,,sensible,sensitive,,,,,,,,,,,
4249,4153,,,territorios,Territories,,,,,,,,,,,
4250,4154,,,genes,genes,,,,,,,,,,,
4251,4155,,,finanzas,finances,,,,,,,,,,,
4252,4156,,,entradas,tickets,,,,,,,,,,,
4253,4157,,,piden,ask for,,,,,,,,,,,
4254,4158,,,soportar,withstand,,,,,,,,,,,
4255,4159,,,anunciado,Announced,,,,,,,,,,,
4256,4160,,,autorización,authorisation,,,,,,,,,,,
4257,4161,,,consta,consists of,,,,,,,,,,,
4258,4162,,,sofía,sofia,,,,,,,,,,,
4259,4163,,,obtiene,obtains,,,,,,,,,,,
4260,4164,,,escasos,scarce,,,,,,,,,,,
4261,4165,,,trece,thirteen,,,,,,,,,,,
4262,4166,,,orígenes,origins,,,,,,,,,,,
4263,4167,,,integrado,integrated,,,,,,,,,,,
4264,4168,,,mierda,shit,,,,,,,,,,,
4265,4169,,,quiénes,who is,,,,,,,,,,,
4266,4170,,,aprobó,approved,,,,,,,,,,,
4267,4171,,,centímetros,centimeters,,,,,,,,,,,
4268,4172,,,habitualmente,habitually,,,,,,,,,,,
4269,4173,,,censura,censorship,,,,,,,,,,,
4270,4174,,,cotidiana,everyday life,,,,,,,,,,,
4271,4175,,,interesados,interested parties,,,,,,,,,,,
4272,4176,,,penas,penalties,,,,,,,,,,,
4273,4177,,,sorprendente,surprisingly,,,,,,,,,,,
4274,4178,,,declarar,declare,,,,,,,,,,,
4275,4179,,,sospecha,suspicion,,,,,,,,,,,
4276,4180,,,básicamente,basically,,,,,,,,,,,
4277,4181,,,circular,Circular,,,,,,,,,,,
4278,4182,,,viuda,widow,,,,,,,,,,,
4279,4183,,,contempla,contemplates,,,,,,,,,,,
4280,4184,,,casado,married,,,,,,,,,,,
4281,4185,,,específica,specific,,,,,,,,,,,
4282,4186,,,mesas,tables,,,,,,,,,,,
4283,4187,,,simultáneamente,simultaneously,,,,,,,,,,,
4284,4188,,,variaciones,variations,,,,,,,,,,,
4285,4189,,,rara,rare,,,,,,,,,,,
4286,4190,,,recepción,reception,,,,,,,,,,,
4287,4191,,,calendario,Calendar,,,,,,,,,,,
4288,4192,,,mecánica,Mechanical,,,,,,,,,,,
4289,4193,,,salario,salary,,,,,,,,,,,
4290,4194,,,mencionado,mentioned above,,,,,,,,,,,
4291,4195,,,miel,honey,,,,,,,,,,,
4292,4196,,,excelencia,excellence,,,,,,,,,,,
4293,4197,,,cementerio,cemetery,,,,,,,,,,,
4294,4198,,,dibujos,drawings,,,,,,,,,,,
4295,4199,,,estadounidenses,Americans,,,,,,,,,,,
4296,4200,,,cobertura,coverage,,,,,,,,,,,
4297,4201,,,escaso,scarce,,,,,,,,,,,
4298,4202,,,antiguas,Ancient,,,,,,,,,,,
4299,4203,,,brasileño,Brazilian,,,,,,,,,,,
4300,4204,,,deportiva,sports car,,,,,,,,,,,
4301,4205,,,señorita,Miss,,,,,,,,,,,
4302,4206,,,habilidad,Skill,,,,,,,,,,,
4303,4207,,,cerveza,beer,,,,,,,,,,,
4304,4208,,,estaciones,Stations,,,,,,,,,,,
4305,4209,,,denuncias,denunciations,,,,,,,,,,,
4306,4210,,,sumamente,extremely,,,,,,,,,,,
4307,4211,,,ampliar,expand,,,,,,,,,,,
4308,4212,,,oxígeno,oxygen,,,,,,,,,,,
4309,4213,,,abiertas,open,,,,,,,,,,,
4310,4214,,,apunta,aims,,,,,,,,,,,
4311,4215,,,fallo,bug,,,,,,,,,,,
4312,4216,,,leyenda,Legend,,,,,,,,,,,
4313,4217,,,teatral,theatrical,,,,,,,,,,,
4314,4218,,,barra,bar,,,,,,,,,,,
4315,4219,,,fabricación,Manufacturing,,,,,,,,,,,
4316,4220,,,relacionado,related,,,,,,,,,,,
4317,4221,,,servido,served,,,,,,,,,,,
4318,4222,,,eh,eh,,,,,,,,,,,
4319,4223,,,perdida,lost,,,,,,,,,,,
4320,4224,,,primo,cousin,,,,,,,,,,,
4321,4225,,,traslado,Transfer,,,,,,,,,,,
4322,4226,,,refugio,Refuge,,,,,,,,,,,
4323,4227,,,representar,represent,,,,,,,,,,,
4324,4228,,,terapia,therapy,,,,,,,,,,,
4325,4229,,,rama,branch,,,,,,,,,,,
4326,4230,,,formando,forming,,,,,,,,,,,
4327,4231,,,herramientas,tools,,,,,,,,,,,
4328,4232,,,judíos,Jews,,,,,,,,,,,
4329,4233,,,trabajador,worker,,,,,,,,,,,
4330,4234,,,limpia,cleaner,,,,,,,,,,,
4331,4235,,,declarado,declared,,,,,,,,,,,
4332,4236,,,foro,forum,,,,,,,,,,,
4333,4237,,,utilizados,used,,,,,,,,,,,
4334,4238,,,retiro,retreat,,,,,,,,,,,
4335,4239,,,civilización,civilization,,,,,,,,,,,
4336,4240,,,revela,reveals,,,,,,,,,,,
4337,4241,,,sienten,feel,,,,,,,,,,,
4338,4242,,,alturas,heights,,,,,,,,,,,
4339,4243,,,colaboradores,collaborators,,,,,,,,,,,
4340,4244,,,complejidad,complexity,,,,,,,,,,,
4341,4245,,,fuga,leakage,,,,,,,,,,,
4342,4246,,,gramos,grams,,,,,,,,,,,
4343,4247,,,guerras,Wars,,,,,,,,,,,
4344,4248,,,literario,literary,,,,,,,,,,,
4345,4249,,,automóviles,automobiles,,,,,,,,,,,
4346,4250,,,suena,ringing -,,,,,,,,,,,
4347,4251,,,estatales,statewide,,,,,,,,,,,
4348,4252,,,cuántos,how many,,,,,,,,,,,
4349,4253,,,paraguay,paraguay,,,,,,,,,,,
4350,4254,,,inferiores,inferiors,,,,,,,,,,,
4351,4255,,,sometido,subjugated,,,,,,,,,,,
4352,4256,,,aves,Birds,,,,,,,,,,,
4353,4257,,,giro,rotation,,,,,,,,,,,
4354,4258,,,judiciales,judicial,,,,,,,,,,,
4355,4259,,,universitarios,university students,,,,,,,,,,,
4356,4260,,,gritó,yelled,,,,,,,,,,,
4357,4261,,,solitario,solitaire,,,,,,,,,,,
4358,4262,,,doy,I give,,,,,,,,,,,
4359,4263,,,salamanca,salamanca,,,,,,,,,,,
4360,4264,,,componente,component,,,,,,,,,,,
4361,4265,,,decirlo,say it,,,,,,,,,,,
4362,4266,,,fantasía,fantasy,,,,,,,,,,,
4363,4267,,,estrecha,narrow,,,,,,,,,,,
4364,4268,,,mariana,mariana,,,,,,,,,,,
4365,4269,,,habituales,commonplace,,,,,,,,,,,
4366,4270,,,vea,see,,,,,,,,,,,
4367,4271,,,cuartos,quarters,,,,,,,,,,,
4368,4272,,,parlamentaria,parliamentary,,,,,,,,,,,
4369,4273,,,pregunté,I asked,,,,,,,,,,,
4370,4274,,,soporte,support,,,,,,,,,,,
4371,4275,,,conservar,preserve,,,,,,,,,,,
4372,4276,,,dominicana,Dominicana,,,,,,,,,,,
4373,4277,,,toman,take,,,,,,,,,,,
4374,4278,,,campañas,campaigns,,,,,,,,,,,
4375,4279,,,esenciales,essentials,,,,,,,,,,,
4376,4280,,,faltaba,was missing,,,,,,,,,,,
4377,4281,,,pensiones,Pensions,,,,,,,,,,,
4378,4282,,,atractivo,Attractive,,,,,,,,,,,
4379,4283,,,lenguas,Languages,,,,,,,,,,,
4380,4284,,,gal,gal,,,,,,,,,,,
4381,4285,,,insiste,insists,,,,,,,,,,,
4382,4286,,,angeles,Angeles,,,,,,,,,,,
4383,4287,,,esperanzas,hopes,,,,,,,,,,,
4384,4288,,,cuartel,Barracks,,,,,,,,,,,
4385,4289,,,prevé,provides for,,,,,,,,,,,
4386,4290,,,docentes,teachers,,,,,,,,,,,
4387,4291,,,interesado,interested in,,,,,,,,,,,
4388,4292,,,ángeles,Angels,,,,,,,,,,,
4389,4293,,,facultades,faculties,,,,,,,,,,,
4390,4294,,,construido,built,,,,,,,,,,,
4391,4295,,,continuo,Continuous,,,,,,,,,,,
4392,4296,,,duró,lasted,,,,,,,,,,,
4393,4297,,,herrera,blacksmithing,,,,,,,,,,,
4394,4298,,,certeza,certainty,,,,,,,,,,,
4395,4299,,,correcto,right,,,,,,,,,,,
4396,4300,,,nombrado,appointed,,,,,,,,,,,
4397,4301,,,realizará,perform,,,,,,,,,,,
4398,4302,,,semejantes,like this,,,,,,,,,,,
4399,4303,,,dirigir,directing,,,,,,,,,,,
