language,text
pol,Ile to kosztuje?
pol,"Wszelkie zadanie wymaga do ukończenia więcej czasu, niż mamy."
pol,"Nie wiecie, kim jestem."
pol,Wyskoczył oknem.
pol,Skąd ci przyszedł do głowy tak głupi pomysł?
pol,"Ach, gdybym był bogaty, kupiłbym dom w Hiszpanii."
pol,"To zbyt piękne, by było prawdziwe."
pol,"Daj spokój, nie warto."
pol,Gorąco dzisiaj.
pol,Poszedłem na piwo z przyjaciółmi.
pol,To najlepsza szaszłykarnia w Osace.
pol,Sytuacja jest gorsza niż myśleliśmy.
pol,"Zastanawiamy się, dlaczego."
pol,Nie czuję się dobrze.
pol,Nie mogę powiedzieć czegoś przeciwnego.
pol,Następnego lata chciałbym pojechać na Hawaje.
pol,Kibune znajduje się w Kioto.
pol,Uczę.
pol,Kto idzie ze mną?
pol,Wyjechaliśmy pociągiem.
pol,To nie do wiary!
pol,"Chciałbym wiedzieć, kto idzie z nami."
pol,Shitennoji jest najstarszą świątynią w Japonii.
pol,"To nie takie proste, z wyjątkiem tego tu."
pol,Nie rozumiem po niemiecku.
pol,Na Tokae w Narze było bardzo romantycznie!
pol,I komu to mówisz!
pol,Musiałem przepchać się do wyjścia z metra.
pol,Ale on potrzebował pracy.
pol,Mężczyźni poszli polować na lwy.
pol,Moja matka nie zawsze jest w domu.
pol,Każdy ma swój gust.
pol,Można płacić czekami podróżnymi?
pol,Czuj się jak u siebie w domu.
pol,Zakaz kąpieli.
pol,Nikt mnie nie rozumie.
pol,Tęskniłeś przez wszystkie te lata.
pol,Jest niechlujnie ubrany.
pol,Ten samochód jest z przyczepą.
pol,Z narażeniem życia walczyli z ogniem.
pol,Nie widziałem go od zeszłej niedzieli.
pol,"Cześć, Tom."
pol,"Już nie wiem, co robić."
pol,"Matematyka to dziedzina wiedzy, którą można by się zajmować nawet wtedy, gdybyś się obudził i stwierdził, że świat zniknął."
pol,Zaskoczenie i zachwyt - oto pierwszy krok ku zrozumieniu.
pol,"Nie wiem, czy będę miał czas."
pol,Jestem ciągle zajęty.
pol,"Zwyczajnie nie wiem, co powiedzieć."
pol,„Wygląda całkiem ciekawie” – rzekł Hiroshi.
pol,Wykształcenie na tym świecie jest dla mnie rozczarowaniem.
pol,"Nie ma sensu mówić do mnie „Jak się masz?”, skoro nie masz nic więcej do powiedzenia."
pol,"Widzimy rzeczy nie takimi, jakimi są, ale takimi, jakimi sami jesteśmy."
pol,"Wszyscy chcą cię poznać, jesteś sławny!"
pol,Mam marzenie.
pol,On pisze zupełnie nieczytelnie.
pol,Czekamy na wydanie jego książki.
pol,Obwiązała ranę bandażem.
pol,Nie byłem w stanie znieść jej bezczelności.
pol,"Mówi się często, że świat jest coraz mniejszy."
pol,Właśnie ją odprowadziliśmy.
pol,Ależ z niej gaduła.
pol,Jak długo pan zostanie?
pol,"Ciekawe, dlaczego niektóre rośliny są roczne, a inne wieloletnie?"
pol,"Stał tam mój wuj, z założonymi rękoma."
pol,"Myślisz, że nie mam nic do roboty? Przeciwnie, jestem bardzo zajęty."
pol,"Nie, nie sądzę."
pol,"W czasach Szekspira, a więc w XVI wieku, tenis był na dworze angielskim bardzo popularny."
pol,Szybciej!
pol,To się nie zdarzy.
pol,Chcemy się wspiąć na tamtą górę.
pol,Jak idzie w nowej pracy?
pol,Twoje postępowanie jest całkowicie legalne.
pol,Dla dr. Masona praca była najważniejsza.
pol,Nie mam pojęcia.
pol,"Szczerze mówiąc, czułem się samotnie."
pol,Zdobywali Puchar Japonii przez trzy kolejne lata.
pol,"Jeśli nie będziesz jechać uważniej, będzie wypadek."
pol,W tym hotelu może się zatrzymać 50 gości.
pol,Ona ogląda telewizję od godziny 4 do 6.
pol,Moja starsza siostra umie świetnie pływać.
pol,To dla mnie życiowa okazja.
pol,Kowboje wjechali do nieznanego miasta.
pol,Szacunek!
pol,Korzystaj z różnych okazji.
pol,Chciała uciec od życia codziennego.
pol,Proszę wskazać Portoryko na mapie.
pol,Nie mógł się dłużej powstrzymywać.
pol,Przed pójściem spać zgaś światło.
pol,"W ciągu ostatnich stu lat nie było chyba narodu, który przeszedłby tyle, co Żydzi."
pol,"Nigdy wcześniej go nie spotkałem, więc nie poznam go."
pol,Jesteśmy umówieni przed jego domem.
pol,Poprzedni najemca bardzo dbał o mieszkanie.
pol,Radio jest za głośno. Proszę o ściszenie.
pol,Możesz tu siedzieć.
pol,Jestem studentem.
pol,Grasz w tenisa?
pol,Czym prędzej poszedłem do niego.
pol,Samolot wystartował punktualnie o dziesiątej.
pol,"Ewolucja jako prawda naukowa jest na tyle niepodważalnie udowodniona, że jest praktycznie nie do obalenia."
pol,Nie była w moim guście.
pol,Nie jesteś zmęczony?
pol,Został uznany przez sąd za winnego.
pol,Mam już dosyć fast-foodów.
pol,Nie rozpieszczaj swego dziecka.
pol,Żona kazała mi wyrzucić tę starą czapkę.
pol,"Nie pytaj, co myślą, pytaj, co robią."
pol,Ma twarz karawaniarza.
pol,Wcale nie jest zaskoczona.
pol,Skłoniłem go do posprzątania mi pokoju.
pol,Pozwól mi wejść.
pol,Mało udzielał się towarzysko.
pol,Nie możesz robić dwóch rzeczy w tym samym czasie.
pol,Zwróć się do mojego kolegi.
pol,Ken dał radę.
pol,To czysta prawda.
pol,Może mi pan wybrać numer? Telefon jest za wysoko.
pol,Nie było tam żywej duszy.
pol,John dobrze gra w szachy.
pol,"Szkoda, że nie byłem wtedy dla niej milszy."
pol,"Uważaj, bo będą kłopoty."
pol,Ostatnio robi się ciemno około 17:30.
pol,"Proszę, powiedz mi, co mam robić w tej sytuacji."
pol,Na dworzec jest 10 minut piechotą.
pol,Kim był ten zabity na wzgórzu?
pol,"Rzuciła mnie po prostu dlatego, że mało zarabiałem."
pol,Wszyscy wstaliśmy natychmiast.
pol,Nasza szkoła jest na wzgórzu.
pol,Można zostać jeszcze chwilę?
pol,Jest oskarżony o gwałt.
pol,Chciałbym poprawić moją wymowę angielską.
pol,Nieobecni nie mają racji.
pol,Skąd można zadzwonić?
pol,"Myślę, że już nie wróci."
pol,Któż to może być?
pol,Twój rower podobny jest do mojego.
pol,Dworzec jest w śródmieściu.
pol,Musieliśmy czekać na zewnątrz przez dłuższy czas.
pol,Nie wierzę w istnienie Boga.
pol,Lekarz kazał mi rzucić palenie.
pol,Walczyli z dyktatorem.
pol,Co zamierzasz?
pol,"Mary nie jest wcale chora, tylko udaje."
pol,A przecież miałeś tego nie robić.
pol,Opowiadał o podróży.
pol,Zatrzymałem się hotelu Sheraton.
pol,Pielęgniarka zrobiła mi zastrzyk.
pol,"Nie nabierzej jej, jest nie w ciemię bita."
pol,Patricia organizuje turniej.
pol,On jest po prostu znajomym biznesowym.
pol,"Biegłem jak najszybciej, żeby ją dogonić."
pol,"Pan pozwoli, potrzymam płaszcz."
pol,Co to za sobą pociąga?
pol,On jest pełen energii.
pol,On nie może znać prawdy.
pol,Tom mówi wolniej niż Bill.
pol,Ten pulower kosztuje niewiele. Jest bardzo tani.
pol,To inteligentny chłopak.
pol,Piszesz list?
pol,"Co jest zbyt głupie do powiedzenia, można zaśpiewać."
pol,Najlepszym sposobem przewidzenia przyszłości jest jej stworzenie.
pol,Chłopak rzucił kamieniem w żabę.
pol,Nauczyciel jest odpowiedzialny za trzecią klasę.
pol,"Jeśli nie jesz, umierasz."
pol,Tu nie ma nic do śmiechu.
pol,Bardzo dziękujemy za gościnę.
pol,Muzyka rozjaśnia życie.
pol,"Ten się śmieje, kto się śmieje ostatni."
pol,Malaria to choroba przenoszona przez komary.
pol,"Proszę, nie płacz."
pol,Gratuluję.
pol,Pokaż mi dzisiejsze gazety.
pol,"Zanim pójdziesz do niego, upewnij się, że jest w domu."
pol,Niemożliwe!
pol,Mogą przezwyciężyć swój strach.
pol,"Mimo ostrzeżeń lekarza, wciąż pił."
pol,"Odpowiedział, że umie świetnie pływać."
pol,"Przepraszam, że kazałem na siebie tak długo czekać."
pol,Jestem zaskoczony twoim widokiem.
pol,W razie pożaru zbić szybkę.
pol,Przez pomyłkę wsiadłem do złego autobusu.
pol,Spałem dziewięć godzin.
pol,Za mostem linia kolejowa rozwidla się.
pol,Przedstawiła mnie swoim przyjaciołom na imprezie.
pol,Jutro jest święto.
pol,"On mówi, że nikogo ta sprawa nie obchodzi."
pol,Chciałbym mieć gitarę.
pol,Fred szedł za moją matką wszędzie.
pol,Nie jestem w stanie przyjąć twej oferty.
pol,Możesz mi wysłać ten list?
pol,"To normalne, że Yoko powiedziała coś takiego."
pol,Mama budzi się pierwsza co rano.
pol,We Wszechświecie są miriady gwiazd.
pol,"Nigdzie tego nie kupisz, tylko u nas."
pol,Wyciągnął z konta 100 dolarów.
pol,Proszę nie zbliżać się do psa.
pol,Zostawiam to twojej wyobraźni.
pol,Jest lekarką.
pol,Potrzebuję twojej pomocy.
pol,Spojrzała na niebo.
pol,"Och, gdybym słuchał rodziców...!"
pol,Chyba pojadę na narty.
pol,Mogę już jeść?
pol,Już nie zjem więcej.
pol,Nie przejrzysz przez ceglaną ścianę.
pol,Wszyscy biegali zaaferowani.
pol,Nie strać tej szansy.
pol,Staruszek siedział obok mnie w autobusie.
pol,"Kate musi być chora, wygląda blado."
pol,Mieszkam zaledwie milę stąd.
pol,Czy muszę przejść operację?
pol,Wkrótce się przejaśni.
pol,Mój synek umie już liczyć do stu.
pol,Ile razy dziennie jeździ ten autobus?
pol,Jednak nie dotrzymał obietnicy.
pol,"Próbował się zabić, bo go rzuciła."
pol,Ojciec co miesiąc przysyła mi pieniądze na czesne.
pol,Wszystko mnie boli.
pol,Chłopak twardo stał przy swoim.
pol,Poproszę jeszcze butelkę wina.
pol,"Nie wiedziałem co powiedzieć, więc milczałem."
pol,"Nie mam pojęcia, dlaczego jeszcze nie przyszedł."
pol,Żal mi było chłopaka.
pol,Co zdobyłeś?
pol,Nie wygadaj tajemnicy!
pol,Pracownicy traktują słowa prezesa jak prawdę objawioną.
pol,Oprowadzę pana po domu.
pol,Na imprezę zaprosiliśmy powieściopisarza i poetę.
pol,Wczoraj w nocy do banku włamał się złodziej.
pol,"Ten dzień, na mocy uchwały parlamentu, jest dniem wolnym od pracy."
pol,Przypadkiem znalazł zgubiony aparat.
pol,Pochodzi z tego miasta.
pol,Te nożyczki są tępe.
pol,Mój ojciec jest teraz zajęty.
pol,"Przykro mi, nie mam drobnych."
pol,Proszę do mnie zadzwonić jak najszybciej.
pol,"Matematyka jest jak miłość - pomysł prosty, ale może ulegać komplikacjom."
pol,"Patrz dobrze, pokażę ci, jak to się robi."
pol,Nie podobają mi się te uwagi.
spa,Tengo que irme a dormir.
spa,¿Qué estás haciendo?
spa,¿Qué es eso?
spa,¡Hoy es 18 de junio y es el cumpleaños de Muiriel!
spa,"¡Feliz cumpleaños, Muiriel!"
spa,"Ahora, Muiriel tiene 20 años."
spa,"La contraseña es ""Muiriel""."
spa,Volveré pronto.
spa,No tengo palabras.
spa,Esto no acabará nunca.
spa,Simplemente no sé qué decir...
spa,Era un conejo malo.
spa,Yo estaba en las montañas.
spa,¿Es una foto reciente?
spa,No sé si tengo tiempo.
spa,"Por alguna razón, el micrófono no había funcionado hasta entonces."
spa,Todo el mundo debe aprender por sí mismo al final.
spa,La educación en este mundo me decepciona.
spa,"El aprendizaje no debe ser forzado, sino estimulado."
spa,"Es una tarea difícil elegir qué está ""bien"" o ""mal"", pero has de hacerlo."
spa,Eso no va a cambiar nada.
spa,Eso va a costar 30 €.
spa,Gano 100 € al día.
spa,Quizás me dé pronto por vencido y en lugar de eso me eche una siesta.
spa,Eso es porque no quieres estar solo.
spa,Eso no va a pasar.
spa,A veces él puede ser un chico raro.
spa,Me voy a esforzar por no molestarte en tus estudios.
spa,Sólo puedo preguntarme si acaso es lo mismo para todos los demás.
spa,Supongo que es diferente cuando lo consideras a largo plazo.
spa,No te preocupes.
spa,Los llamaré cuando regrese mañana.
spa,Siempre me gustaron más los personajes misteriosos.
spa,Deberías dormir.
spa,Les dije que me mandaran otro boleto.
spa,Eres tan impaciente conmigo.
spa,No puedo vivir así.
spa,Una vez quise ser astrofísico.
spa,Nunca me gustó la biología.
spa,La última persona a la que le conté mi idea pensó que yo estaba loco.
spa,"Si el mundo no fuera como es, yo podría confiar en cualquiera."
spa,Desafortunadamente es verdad.
spa,"Están muy ocupados peleándose entre ellos, como para preocuparse por los ideales comunes."
spa,La mayoría de la gente cree que estoy loco.
spa,"¡No, no lo soy! ¡Lo eres tú!"
spa,¡Esa es mi frase!
spa,¡¡Él está pateándome!!
spa,¿Estás seguro?
spa,Entonces tenemos un problema...
spa,"¡Ah, allí hay una mariposa!"
spa,¡Date prisa!
spa,No me sorprende.
spa,Si yo pudiera ser así...
spa,"Por alguna razón, me siento más vivo por la noche."
spa,Eso depende del contexto.
spa,¡¿Acaso te quieres burlar de mí?!
spa,Es la cosa más estúpida que he dicho nunca.
spa,"¡¡No quiero ser patético, quiero ser guay!!"
spa,"Cuando crezca, quiero ser un rey."
spa,"América es un lugar encantador para vivir, si estás aquí para ganar dinero."
spa,Estoy tan gordo.
spa,¿Entonces qué?
spa,Voy a pegarle un tiro.
spa,"No soy un pez de verdad, sólo soy un peluche."
spa,¡Yo sólo lo digo!
spa,Eso fue probablemente lo que influenció su decisión.
spa,Siempre me he preguntado cómo será tener hermanos.
spa,Esto es lo que yo habría dicho.
spa,Me tomaría una eternidad explicarte todo.
spa,Eso es porque eres una chica.
spa,Algunas veces no puedo evitar mostrar mis sentimientos.
spa,Es una palabra para la que me gustaría encontrar una sustituta.
spa,Eso sería algo que habría que programar.
spa,No tengo la intención de ser egoísta.
spa,Pensemos en lo peor que podría pasar.
spa,¿Cuántos amigos íntimos tienes?
spa,"Yo puedo ser antisocial, pero eso no significa que no hable con la gente."
spa,Así ha sido siempre.
spa,Creo que lo mejor es no ser maleducado.
spa,Uno siempre puede encontrar tiempo.
spa,"Yo seré infeliz, pero no me suicidaría."
spa,Cuando yo estaba en el instituto me levantaba a las 6 todas las mañanas.
spa,Cuando me desperté estaba triste.
spa,Por fin está más o menos explicado.
spa,Yo pensaba que te gustaba aprender cosas nuevas.
spa,La mayoría de la gente escribe sobre su vida cotidiana.
spa,"Si pudiera enviarte un malvavisco, Trang, lo haría."
spa,"Para hacer eso, tienes que arriesgarte."
spa,"Todas las personas que están solas, están solas porque tienen miedo de los demás."
spa,¿Por qué lo preguntas?
spa,No soy un artista. Nunca tuve mente para ello.
spa,No puedo decírselo ahora. Ya no es tan simple.
spa,"Soy una persona que tiene muchos defectos, pero esos defectos pueden ser corregidos fácilmente."
spa,"Cada vez que encuentro algo que me gusta, es demasiado caro."
spa,¿Cuánto tiempo estuviste?
spa,Quizás sea lo mismo para él.
spa,La inocencia es una cosa hermosa.
spa,Los humanos nunca fueron hechos para vivir eternamente.
spa,"No quiero perder mis ideas, aunque algunas de ellas sean un poco extremas."
spa,Creo que tengo una teoría sobre eso.
spa,Eso es intrigante.
spa,¿Quieres decir que ocultas intencionalmente tu belleza?
spa,Yo no tengo una cuenta en estos foros.
spa,"Si alguien fuera a preguntar cuál es el objetivo de la historia, realmente no lo sé."
spa,No sabía de dónde venía eso.
spa,Creo que nuestra convivencia ha influenciado tu forma de vida.
spa,No es importante.
spa,No me gustaba.
spa,Ella pregunta cómo es posible eso.
spa,Tú simplemente huyes de los problemas de la vida.
spa,"Si buscas las letras, realmente no significan mucho."
spa,Hay un problema que no ves.
spa,¡Puedes hacerlo!
spa,A mi profesor de física no le importa si me salto las clases.
spa,Deseo poder ir a Japón.
spa,Odio cuando hay mucha gente.
spa,Me tengo que ir a la cama.
spa,"Después de eso, me voy, pero entonces me doy cuenta de que olvidé mi mochila."
spa,No te preguntaré más por hoy.
spa,Puede que hiele la próxima semana.
spa,"Aunque él se disculpó, aún estoy enojada."
spa,La policía te hará encontrar las balas.
spa,Gracias por explicarme por fin por qué la gente me toma por un idiota.
spa,No era mi intención.
spa,Gracias por tu explicación.
spa,"En teoría, estoy haciendo matemática."
spa,¿Qué ocurrió?
spa,Casi me asustó el no verte conectado por un día entero.
spa,No sé qué quieres decir.
spa,Mi ordenador tiene que ser útil para algo.
spa,¿Querías hablarme de libertad?
spa,"Oh, ahora es realmente extraño..."
spa,"Si yo quisiera asustarte, te contaría qué fue lo que soñé hace un par de semanas."
spa,Uno no puede esperarse todo de los colegios.
spa,Hay muchas palabras que no entiendo.
spa,No me gusta cuando matemáticos que saben mucho más que yo no pueden expresarse con claridad.
spa,Realmente no eres tonto.
spa,Necesito hacerte una pregunta tonta.
spa,"¡No sé cómo demostrarlo, ya que es tan evidente!"
spa,"Nunca hubiera pensado que algún día buscaría ""viagra"" en Wikipedia."
spa,¿Se puede expresar de otra manera?
spa,Nadie sabrá.
spa,"Encontré una solución, pero la encontré tan rápido que no puede ser la correcta."
spa,¡Me parece interesante!
spa,Salvo que aquí no es tan simple.
spa,Me gusta la luz de las velas.
spa,¿Qué has respondido?
spa,"No, no es mi nuevo novio."
spa,Es una lástima que yo no tenga que adelgazar.
spa,¡¿Nunca tienes clases o qué?!
spa,Entonces voy a hacer un sudoku en vez de seguir molestándote.
spa,¿Dónde está el problema?
spa,Sólo puedo esperar.
spa,"Eso no es ninguna gran sorpresa, ¿o sí?"
spa,Te quiero.
spa,Ya no te quiero.
spa,Tengo curiosidad.
spa,¡Felicidades!
spa,No quiero esperar tanto tiempo.
spa,¿Por qué no vienes a visitarnos?
spa,Pero la posibilidad es improbable.
spa,Por una vez en mi vida hago una buena acción... y no sirve de nada.
spa,No debí desconectarme del sitio.
spa,Ya no sé qué hacer.
spa,"Es inevitable que yo vaya a Francia algún día, sólo que no sé cuándo."
spa,Detesto la química.
spa,Yo no quería que pasase esto.
spa,Aunque probablemente adivines qué está pasando.
spa,"Antes de que te des cuenta, saldrás en los periódicos."
spa,¿Qué otras opciones tengo?
spa,No tengo mucho de viajero.
spa,No tengo nada mejor que hacer.
spa,Tampoco lo puedo explicar.
spa,Todo el mundo tiene fortalezas y debilidades.
spa,"Pero en serio, el episodio 21 casi me hizo llorar de risa."
spa,Eso sólo muestra que no eres un robot.
spa,¿Cómo podría ser yo un robot? Si los robots no sueñan.
spa,"Yo nunca pensé en eso, dijo el hombre mayor. ""¿Qué deberíamos hacer?"""
spa,No es algo que pueda hacer cualquiera.
spa,No sé si todavía lo tengo.
spa,¿Qué piensas que estaba haciendo?
spa,No subestimes mi poder.
spa,Mi mamá no habla muy bien inglés.
spa,¡No hablo francés lo suficientemente bien!
spa,Me estaba preguntando si vendrías hoy.
spa,Ahí radica el problema.
spa,¿Cómo encuentras comida en el espacio?
spa,Todos quieren conocerte. ¡Eres famoso!
spa,¿Por qué lamentas algo que no has hecho?
spa,¡Aborrezco profundamente la escritura formal!
spa,La gente extranjera me intriga.
spa,"Cualquier cosa que hago, ella dice que puedo hacerlo mejor."
spa,¿Qué te mantiene despierto hasta tan tarde?
spa,Te sorprendería lo que puedes aprender en una semana.
spa,No tengo a nadie que viaje conmigo.
spa,"La vida es dura, pero yo soy más duro."
spa,Soportar puede ser insoportable.
spa,¡Para ya! ¡La estás haciendo sentir incómoda!
spa,Sólo la verdad es bella.
spa,"Mañana, alunizará."
spa,No hablo japonés.
spa,Es un juego de palabras.
spa,Nadie me entiende.
spa,Aprendí a vivir sin ella.
spa,No servirá de nada seguir pensando.
spa,Tengo demasiadas cosas en la cabeza estos días.
spa,Yo sólo quería revisar mis correos electrónicos.
spa,¿Realmente necesitas preguntar para saber la respuesta?
spa,¡No puedes esperar de mí que yo siempre piense en todo!
spa,"Supongo que detrás de cada cosa que tenemos que hacer, hay algo que queremos hacer..."
spa,Realmente no tienes las prioridades correctas.
spa,¡No esperes que los demás piensen por ti!
spa,¡Nunca tienes tiempo para las cosas importantes!
spa,¡No vale la pena que hagas como que me haces creer que creo cosas que tú no crees!
spa,Me llevaría demasiado tiempo explicarte por qué no va a funcionar.
spa,Soy tan tonto... estoy intentando explicarte cosas que no entiendo ni yo.
spa,"¡Deja de mirarme como una persona ""normal""!"
spa,"Podrías al menos tratar de ser más cortés, aunque no sea tu naturaleza."
spa,"Siempre habrá cosas que nunca aprenderé, ¡no tengo toda la eternidad ante mí!"
spa,¡No puede ser!
spa,¿Te gustaría beber algo?
spa,"¿Quién es? ""Es tu madre."""
spa,"¿Cuándo volverás? ""Todo depende del clima."""
spa,—¿Qué pasa? —preguntó el pequeño conejo blanco.
spa,"¿Qué habrá en la cueva? Tengo curiosidad. ""No tengo ni idea."""
spa,—¿Cuál es tu deseo? —preguntó el pequeño conejo blanco.
spa,"A decir verdad, tengo vértigo. ""¡Eres un cobarde!"""
spa,"Confía en mí, dijo él."
spa,—¡Esto es lo que estaba buscando! —exclamó él.
spa,—Esto parece muy interesante —dice Hiroshi.
spa,"El teléfono está sonando. ""Yo lo cogeré."""
spa,"Gracias por ayudarme. ""No hay de qué."""
spa,Algún día correré como el viento.
spa,"A ella le gusta la música. ""A mí también."""
spa,"Por favor, no llores."
spa,Hazme saber si hay algo que yo pueda hacer.
spa,Depende de ti decidir si vamos allí o no.
spa,No comienza hasta las ocho y treinta.
spa,Quiero un barco que me lleve lejos de aquí.
spa,"Tengo ganas de jugar a las cartas. ""Yo también."""
spa,Un japonés nunca haría tal cosa.
spa,Allen es un poeta.
spa,El arquero mató al ciervo.
spa,"Si ves un error, entonces corrígelo, por favor."
spa,Los alemanes son muy listos.
spa,"Si no comes, te mueres."
spa,"¿Cómo se escribe ""pretty""?"
spa,¿Por qué no nos vamos a casa?
spa,"Lo siento, no puedo quedarme mucho tiempo."
spa,10 años es un largo tiempo para esperar.
spa,"¿Por qué no vas? ""Porque no quiero."""
spa,Un millón de personas perdieron la vida en la guerra.
spa,Vine a Tokio hace tres años y he estado viviendo aquí desde entonces.
spa,He vivido más de un mes en Nagoya.
spa,No es del todo raro vivir más de 90 años.
spa,"Primero, voy a hacer un esquema de mi nuevo sitio de internet."
spa,Cuando empieces a parecerte a la foto de tu pasaporte deberías irte de vacaciones.
spa,"¡No fui yo, comisario!"
spa,"¡Oh, mis pantalones blancos! Eran nuevos."
spa,"Naturalmente, con tanta gente a su alrededor se puso un poco nervioso."
spa,Al salir de la estación vi a un hombre.
spa,¿Y nadie le ayudó?
spa,¡Eres un ángel!
spa,Los madrileños son unos locos.
spa,"Bueno, la noche es muy larga, ¿no?"
spa,Has tenido suerte de que no te haya mordido.
spa,¿Me has echado de menos?
spa,¿Son todos iguales?
spa,¡Muchas gracias!
spa,"Por favor, ¿dónde están los huevos?"
spa,Lo tomo.
spa,Es una sorpresa.
spa,¡Esto es una buena idea!
spa,¿Ida y vuelta? Sólo ida.
spa,Es una pena cuando alguien muere.
spa,Se quedaron con la boca abierta.
spa,¡Caramba! ¡No está mal!
spa,Estirar después del lavado.
spa,Lavar antes de usar.
spa,No abrir antes de que pare el tren.
spa,Aquellos que viven en casas de cristal no deberían tirar piedras.
spa,Se dice que el amor es ciego.
spa,"Oh, lo siento."
spa,"Las mates son como el amor: una idea simple, pero puede complicarse."
spa,Las únicas respuestas útiles son las que plantean nuevas preguntas.
spa,Dudar de sí mismo es la primera señal de inteligencia.
spa,"No es pobre quien tiene muy poco, sino quien ansía demasiado."
spa,"Viendo que no estás sorprendido, creo que debes estar al corriente."
spa,¿Cuánto tiempo se tarda en llegar a la estación?
spa,Este será un buen souvenir de mi viaje a los Estados Unidos.
spa,¿Hablas italiano?
spa,"No puedo pensar con ese ruido, dijo ella, mirando fijamente su máquina de escribir."
spa,"Se dice que ""Hamlet"" es la obra más interesante jamás escrita."
spa,¿Puedo hacer una pregunta?
spa,Es imposible para mí explicártelo.
spa,No quiero pasarme el resto de mi vida arrepintiéndome de ello.
spa,Nunca lo habría adivinado.
spa,Me olvidarás algún día.
spa,Me pregunto cuánto tiempo tardará.
spa,No puedo vivir sin tele.
spa,No podría haberlo hecho sin ti. Gracias.
spa,Nada se consigue sin esfuerzo.
spa,Mucha gente vaga por la vida sin una meta.
spa,Hazme saber si necesito hacer cambios.
spa,Creo que los exámenes están arruinando la educación.
spa,No podemos dormir por el ruido.
spa,¿Llevas condones?
spa,¿Un gato? preguntó el hombre viejo.
spa,Haz lo que te diga.
spa,Puedo ir caminando a la escuela en 10 minutos.
spa,Ya son las once.
spa,¿Puedo hablar con la Sra. Brown?
spa,"Sí, zumo de naranja por favor, dice Mike."
spa,¡Ah! es una interjección.
spa,¿Qué quieres?
spa,Tengo una cuenta pendiente contigo.
spa,¿Necesitas que te dé algo de dinero?
spa,París es la ciudad más bonita del mundo.
spa,"¡Eh! Puede que no tenga dinero, pero todavía tengo mi orgullo."
spa,Tengo un sueño.
spa,"Esta es mi amiga Rachel, fuimos al instituto juntos."
spa,El coste de la vida ha aumentado drásticamente.
spa,Todo lo que es inventado es verdadero.
spa,"Sorprenderse, extrañarse, es comenzar a entender."
spa,No cabe duda de que el universo es infinito.
spa,Para ser perfecta sólo le faltaba un defecto.
spa,"Y sin embargo, también lo contrario es siempre verdadero."
spa,"No vemos las cosas según son, sino según somos."
spa,El mundo es una jaula de locos.
spa,Me encontraste donde nadie estaba buscando.
spa,¡¿Cómo que no sabes?!
spa,Pareces estúpido.
spa,Creo que me voy a ir a la cama.
spa,"Tengo que ir de compras, estaré de vuelta en una hora."
spa,Me llamo Jack.
spa,Me gusta mucho.
spa,¿Nos vemos mañana?
spa,¿Cómo se dice eso en italiano?
spa,¿Está lejos de aquí?
spa,¡Estas cosas no son mías!
spa,"Gracias, es todo."
spa,¿Bailas conmigo?
spa,¿Qué hora es?
spa,¿De dónde vienes?
spa,Italia es un país muy bonito.
spa,¡No es culpa mía!
spa,Me gustaría quedarme por una noche.
spa,¿Puedes marcarme el número? El teléfono está muy alto.
spa,¿Hay algún albergue juvenil cerca de aquí?
spa,¿Dónde están las duchas?
spa,¡Abra la boca!
spa,¿Es grave?
spa,He perdido mi monedero.
spa,Yo estoy de acuerdo.
spa,Amar a alguien no es nunca un desperdicio.
spa,La vida es lo que te pasa mientras estás ocupado haciendo otros planes.
spa,No desear es lo mismo que poseer.
spa,Es muy sexy.
spa,No eres lo bastante rápido.
spa,¡Déjame en paz!
spa,"Pásame la sal, por favor. ""Aquí tienes."""
spa,¡Hay demasiadas cosas que hacer!
spa,¿Cuántos años tienes?
spa,"Vamos, juega conmigo, ¡estoy tan aburrido!"
spa,¡Ni siquiera pienses en comerte mi chocolate!
spa,Gracias a ti he perdido mi apetito.
spa,Ha pasado tanto tiempo desde la última vez que fui a Disneyland con mi familia.
spa,Hace tanto calor que podrías cocer huevos sobre el capó de un coche.
spa,¿Quién no conoce este problema?
spa,Hoy hace mucho calor.
spa,Nadie vino.
spa,Nunca he visto una nevera roja.
spa,Él ha roto su palabra.
spa,Mejor ser odiado por lo que eres que querido por lo que no eres.
spa,"¡No te preocupes, sé feliz!"
spa,Mis ojos son un océano en el que se reflejan mis sueños.
spa,¡Mírame cuando te hablo!
spa,¿Qué sería del mundo sin las mujeres?
spa,No sé qué decir para consolarte.
spa,No es mi tipo.
spa,Yo intentaba perder tiempo.
spa,¿Cómo has llegado a esta idea loca?
spa,¿Quién quiere chocolate caliente?
spa,"Hable más despacio, ¡por favor!"
spa,No entiendo.
spa,¿En cuánto tiempo vamos a llegar?
spa,"La cuenta, por favor."
spa,¿Y qué vamos a hacer?
spa,¿Dónde podemos telefonear?
spa,Debo admitir que ronco...
spa,Esta noche nos vamos a la iglesia.
spa,¿Cómo estás? ¿Has tenido un buen viaje?
spa,¡Llama a la policía!
spa,¡Es demasiado caro!
spa,"Se está haciendo la dormida, por eso no ronca."
spa,"Mis zapatos son muy pequeños, necesito otros nuevos."
spa,"Salgamos de aquí, los polis vienen."
spa,¡Feliz Navidad!
spa,¡Sería genial si pudiera hablar diez idiomas!
